"Project","Text","SDG","Target"
"172707","fiduciary assessment bpjsk data collected limited due bpjsk information confidentiality","SDG 16","SDG 16.10"
"172707","regular review terms reference technical support hired ipf grant form support plan","SDG 16","SDG 16.1"
"172707","regularly updating tariffs assessing qualityofservice delivery key oversight functions coding audits claims audits require dedicated government budget staff oneoff activities","SDG 16","SDG 16.8"
"172707","rejected claims claims manual distinguish reasons claim rejected","SDG 15","SDG 15.8"
"172707","relationship cpscpf rationale instrument","SDG 15","SDG 15.8"
"172707","report pad international bank reconstruction development program appraisal document proposed loan amount million republic indonesia national health insurance jkn reforms results program programforresults november health nutrition population global practice east asia pacific region document restricted distribution recipients performance official duties","SDG 2","SDG 2.2"
"172707","reporting compliance strong financial incentive providers submit required forms reimbursed","SDG 16","SDG 16.1"
"172707","representative cost data","SDG 16","SDG 16.10"
"172707","respective mandates key stakeholders regard jkn health sector outcomes","SDG 10","SDG 10.3"
"172707","responsibility data collection pdo intermediate outcome indicators listed annex","SDG 17","SDG 17.19"
"172707","results framework matrix results framework country indonesia national health insurance jkn reforms results program program development objectives program development objective strengthen quality efficiency indonesias national health insurance program","SDG 1","SDG 1.b"
"172707","results logic challenges activities outputs outcomes ra strengthening quality care providers unable draft clinical moh developed improved patient diagnose common pathwaysprocesses clinical decision satisfaction pdo conditions care common support tool fktps improved provider diabetes hypertension conditions","SDG 10","SDG 10.3"
"172707","results monitoring evaluation","SDG 10","SDG 10.5"
"172707","revealing missing link private sector supplyside readiness primary maternal health services indonesia","SDG 17","SDG 17.17"
"172707","revenue membership class","SDG 17","SDG 17.1"
"172707","revising basic benefit package","SDG 15","SDG 15.8"
"172707","rising sea levels indonesias significant coastal population risk","SDG 10","SDG 10.7"
"172707","risk mitigation require government takes measures compliance laws regulations public financial management public disclosure information including moh report semiannual basis results internal audit conducted inspectorate health insurance subsidy main expenditure program mof appoint bpkp conduct independent verification task program provide sufficient budget bpjsk action remove regulatory obstacles interfere requirements existing indonesian law public information disclosure bpjsk improve capacity internal audit unit internal control bpjsk hr unit conduct assessment capacity certified information system auditor cisa certified internal auditor ii bpjsk internal capacity improved competency conducting continuous audit bpjsk information systems bpjsk improve records management practice regulation ensure secure access records retain preserve dispose records appropriately ias require procurement services check world banks debarment wwwworldbankorgdebarr temporary suspension lists record verification bid page national health insurance jkn reforms results program evaluation report contract award ensure contract program awarded firm individual debarment andor temporary suspension world bank ias inform world bank promptly credible material allegations indications fc connection program attention investigative actions ias propose provide world bank semiannual basis report allegations fc program received registered period related investigations actions","SDG 11","SDG 11.2"
"172707","risk mitigation require government takes measures compliance laws regulations public financial management public disclosure information including moh report semiannual basis results internal audit conducted inspectorate health insurance subsidy main expenditures program mof formally appoint bpkp conduct independent verification task program provide sufficient budget bpjsk action remove regulatory obstacles prevent compliance requirements existing indonesian law public information disclosure bpjsk improve capacity internal audit unit internal control bpjsk hr unit conduct assessment capacity cisa certified internal auditor ii bpjsk internal capacity improved competency conducting continuous audit bpjsk information systems bpjsk improve records management practice regulation ensure secure access records retain preserve dispose records appropriately ias require procurement services check world banks debarment wwwworldbankorgdebarr temporary suspension lists record verification bid evaluation report contract award ensure contract program awarded firm individual debarment andor temporary suspension world bank ias inform world bank promptly credible material allegations indications fc connection program attention investigative actions ias propose provide world bank semiannual basis report allegations fc program received registered period related investigations actions","SDG 11","SDG 11.2"
